SampleID,Sample,Replicate,Clutch,Timepoint,Measurement,MeasureType,PhenotypeSum,PhenotypeNotocord,PhenotypeNeuron,PhenotypeMorphology,Stain
pbx3MO2,pbx3MO,3,5,72hpa,419.31,Tail,,,3,5,DAPI
pbx3MO2,pbx3MO,4,5,72hpa,340.69,Tail,,,3,2,DAPI
pbx3MO2,pbx3MO,5,5,72hpa,470.54,Tail,,,3,5,DAPI
pbx3MO2,pbx3MO,6,5,72hpa,134.56,Tail,,,3,2,DAPI
pbx3MO2,pbx3MO,7,5,72hpa,190.1,Tail,,,3,2,DAPI
pbx3MO2,pbx3MO,8,5,72hpa,510.8,Tail,,,3,1,DAPI
pbx3MO2,pbx3MO,9,5,72hpa,414.56,Tail,,,3,5,DAPI
pbx3MO2,pbx3MO,10,5,72hpa,694.29,Tail,,,3,5,DAPI
pbx3MO2,pbx3MO,11,5,72hpa,191.87,Tail,,,3,4,DAPI
cntrl,cntrl,1,5,24hpa,101.12,sc,,,3,1,DAPI
cntrl,cntrl,2,5,24hpa,87.16,sc,,,3,1,DAPI
cntrl,cntrl,3,5,24hpa,112.44,sc,,,3,1,DAPI
cntrl,cntrl,4,5,24hpa,98.89,sc,,,3,1,DAPI
cntrl,cntrl,5,5,24hpa,105.68,sc,,,3,1,DAPI
cntrl,cntrl,6,5,24hpa,93.46,sc,,,3,1,DAPI
cntrl,cntrl,7,5,24hpa,98.12,sc,,,3,1,DAPI
cntrl,cntrl,8,5,24hpa,105.87,sc,,,3,1,DAPI
cntrl,cntrl,9,5,24hpa,104.19,sc,,,3,1,DAPI
cntrl,cntrl,10,5,24hpa,118.07,sc,,,3,1,DAPI
cntrl,cntrl,11,5,24hpa,131.24,sc,,,3,1,DAPI
cntrl,cntrl,12,5,24hpa,108.61,sc,,,3,1,DAPI
cntrl,cntrl,13,5,24hpa,109.99,sc,,,3,1,DAPI
cntrl,cntrl,14,5,24hpa,126.96,sc,,,3,1,DAPI
cntrl,cntrl,15,5,24hpa,108.83,sc,,,3,1,DAPI
cntrl,cntrl,1,5,48hpa,140.21,sc,,,3,1,DAPI
cntrl,cntrl,2,5,48hpa,132.37,sc,,,3,1,DAPI
cntrl,cntrl,3,5,48hpa,163.77,sc,,,3,1,DAPI
cntrl,cntrl,4,5,48hpa,151.06,sc,,,3,1,DAPI
cntrl,cntrl,5,5,48hpa,186.89,sc,,,3,1,DAPI
cntrl,cntrl,6,5,48hpa,196.63,sc,,,3,1,DAPI
cntrl,cntrl,7,5,48hpa,124.75,sc,,,3,1,DAPI
cntrl,cntrl,8,5,48hpa,174.36,sc,,,3,1,DAPI
cntrl,cntrl,9,5,48hpa,127.81,sc,,,3,1,DAPI
cntrl,cntrl,10,5,48hpa,219.82,sc,,,3,1,DAPI
cntrl,cntrl,1,5,72hpa,400.8,sc,,,3,1,DAPI
cntrl,cntrl,2,5,72hpa,389.82,sc,,,3,1,DAPI
cntrl,cntrl,3,5,72hpa,376.99,sc,,,3,1,DAPI
cntrl,cntrl,4,5,72hpa,432.39,sc,,,3,1,DAPI
cntrl,cntrl,5,5,72hpa,336.48,sc,,,3,1,DAPI
cntrl,cntrl,6,5,72hpa,464.07,sc,,,3,1,DAPI
cntrl,cntrl,7,5,72hpa,353.91,sc,,,3,1,DAPI
cntrl,cntrl,8,5,72hpa,465.78,sc,,,3,1,DAPI
cntrl,cntrl,9,5,72hpa,488.61,sc,,,3,1,DAPI
cntrl,cntrl,10,5,72hpa,333.07,sc,,,3,1,DAPI
cntrl,cntrl,11,5,72hpa,455.26,sc,,,3,1,DAPI
cntrl,cntrl,12,5,72hpa,513.38,sc,,,3,1,DAPI
cntrl,cntrl,13,5,72hpa,344.34,sc,,,3,1,DAPI
cntrl,cntrl,14,5,72hpa,494.32,sc,,,3,1,DAPI
cntrl,cntrl,15,5,72hpa,458.23,sc,,,3,1,DAPI
cntrl,cntrl,16,5,72hpa,374.42,sc,,,3,1,DAPI
cntrl,cntrl,17,5,72hpa,440.07,sc,,,3,1,DAPI
cntrl,cntrl,18,5,72hpa,385.55,sc,,,3,1,DAPI
meis1MO2,meis1MO,1,5,24hpa,58.16,sc,,,3,4,DAPI
meis1MO2,meis1MO,2,5,24hpa,69,sc,,,3,4,DAPI
meis1MO2,meis1MO,3,5,24hpa,48.04,sc,,,3,4,DAPI
meis1MO2,meis1MO,4,5,24hpa,104.36,sc,,,3,4,DAPI
meis1MO2,meis1MO,5,5,24hpa,71.92,sc,,,3,3,DAPI
meis1MO2,meis1MO,6,5,24hpa,75.03,sc,,,3,4,DAPI
meis1MO2,meis1MO,7,5,24hpa,96.92,sc,,,3,4,DAPI
meis1MO2,meis1MO,8,5,24hpa,98.13,sc,,,3,4,DAPI
meis1MO2,meis1MO,9,5,24hpa,80.6,sc,,,3,4,DAPI
meis1MO2,meis1MO,10,5,24hpa,88.08,sc,,,3,4,DAPI
meis1MO2,meis1MO,11,5,24hpa,100.86,sc,,,3,4,DAPI
meis1MO2,meis1MO,12,5,24hpa,89.77,sc,,,3,2,DAPI
meis1MO2,meis1MO,13,5,24hpa,65.13,sc,,,3,4,DAPI
meis1MO2,meis1MO,1,5,48hpa,97.4,sc,,,3,4,DAPI
meis1MO2,meis1MO,2,5,48hpa,124.12,sc,,,3,2,DAPI
meis1MO2,meis1MO,3,5,48hpa,83.31,sc,,,3,2,DAPI
meis1MO2,meis1MO,4,5,48hpa,91.52,sc,,,3,1,DAPI
meis1MO2,meis1MO,5,5,48hpa,86.43,sc,,,3,2,DAPI
meis1MO2,meis1MO,6,5,48hpa,106.85,sc,,,3,2,DAPI
meis1MO2,meis1MO,7,5,48hpa,129.82,sc,,,3,2,DAPI
meis1MO2,meis1MO,8,5,48hpa,90.41,sc,,,3,2,DAPI
meis1MO2,meis1MO,9,5,48hpa,83.82,sc,,,3,4,DAPI
meis1MO2,meis1MO,10,5,48hpa,139.29,sc,,,3,2,DAPI
meis1MO2,meis1MO,11,5,48hpa,92.03,sc,,,3,2,DAPI
meis1MO2,meis1MO,12,5,48hpa,117.82,sc,,,3,2,DAPI
meis1MO2,meis1MO,13,5,48hpa,79.82,sc,,,3,2,DAPI
meis1MO2,meis1MO,14,5,48hpa,82.18,sc,,,3,4,DAPI
meis1MO2,meis1MO,15,5,48hpa,108.88,sc,,,3,1,DAPI
meis1MO2,meis1MO,1,5,72hpa,83.55,sc,,,3,4,DAPI
meis1MO2,meis1MO,2,5,72hpa,85.09,sc,,,3,4,DAPI
meis1MO2,meis1MO,3,5,72hpa,83.94,sc,,,3,4,DAPI
meis1MO2,meis1MO,4,5,72hpa,101.28,sc,,,3,4,DAPI
meis1MO2,meis1MO,5,5,72hpa,93.77,sc,,,3,2,DAPI
meis1MO2,meis1MO,6,5,72hpa,100.73,sc,,,3,2,DAPI
meis1MO2,meis1MO,7,5,72hpa,129,sc,,,3,2,DAPI
meis1MO2,meis1MO,8,5,72hpa,92.69,sc,,,3,2,DAPI
meis1MO2,meis1MO,9,5,72hpa,215.76,sc,,,3,2,DAPI
meis1MO2,meis1MO,10,5,72hpa,129.03,sc,,,3,2,DAPI
meis1MO2,meis1MO,11,5,72hpa,83.14,sc,,,3,5,DAPI
meis1MO2,meis1MO,12,5,72hpa,147.82,sc,,,3,2,DAPI
pbx3MO2,pbx3MO,1,5,24hpa,104.43,sc,,,3,5,DAPI
pbx3MO2,pbx3MO,2,5,24hpa,84.83,sc,,,3,5,DAPI
pbx3MO2,pbx3MO,3,5,24hpa,65.91,sc,,,3,4,DAPI
pbx3MO2,pbx3MO,4,5,24hpa,69.74,sc,,,3,4,DAPI
pbx3MO2,pbx3MO,5,5,24hpa,79.05,sc,,,3,4,DAPI
pbx3MO2,pbx3MO,6,5,24hpa,82.58,sc,,,3,4,DAPI
pbx3MO2,pbx3MO,7,5,24hpa,84.17,sc,,,3,4,DAPI
pbx3MO2,pbx3MO,8,5,24hpa,170.92,sc,,,3,2,DAPI
pbx3MO2,pbx3MO,9,5,24hpa,81.92,sc,,,3,5,DAPI
pbx3MO2,pbx3MO,10,5,24hpa,71.08,sc,,,3,4,DAPI
pbx3MO2,pbx3MO,11,5,24hpa,160.9,sc,,,3,4,DAPI
pbx3MO2,pbx3MO,1,5,48hpa,103.59,sc,,,3,5,DAPI
pbx3MO2,pbx3MO,2,5,48hpa,119.45,sc,,,3,2,DAPI
pbx3MO2,pbx3MO,3,5,48hpa,101.31,sc,,,3,4,DAPI
pbx3MO2,pbx3MO,4,5,48hpa,142.47,sc,,,3,1,DAPI
pbx3MO2,pbx3MO,5,5,48hpa,91.84,sc,,,3,5,DAPI
pbx3MO2,pbx3MO,6,5,48hpa,109.92,sc,,,3,2,DAPI
pbx3MO2,pbx3MO,7,5,48hpa,143.72,sc,,,3,5,DAPI
pbx3MO2,pbx3MO,8,5,48hpa,121.83,sc,,,3,4,DAPI
pbx3MO2,pbx3MO,9,5,48hpa,100.52,sc,,,3,2,DAPI
pbx3MO2,pbx3MO,10,5,48hpa,129.76,sc,,,3,4,DAPI
pbx3MO2,pbx3MO,11,5,48hpa,169.92,sc,,,3,5,DAPI
pbx3MO2,pbx3MO,12,5,48hpa,127.2,sc,,,3,4,DAPI
pbx3MO2,pbx3MO,13,5,48hpa,113.45,sc,,,3,3,DAPI
pbx3MO2,pbx3MO,1,5,72hpa,134.87,sc,,,3,2,DAPI
pbx3MO2,pbx3MO,2,5,72hpa,118.25,sc,,,3,2,DAPI
pbx3MO2,pbx3MO,3,5,72hpa,108.51,sc,,,3,5,DAPI
pbx3MO2,pbx3MO,4,5,72hpa,227.28,sc,,,3,2,DAPI
pbx3MO2,pbx3MO,5,5,72hpa,82.37,sc,,,3,5,DAPI
pbx3MO2,pbx3MO,6,5,72hpa,70.39,sc,,,3,2,DAPI
pbx3MO2,pbx3MO,7,5,72hpa,160.66,sc,,,3,2,DAPI
pbx3MO2,pbx3MO,8,5,72hpa,138.73,sc,,,3,1,DAPI
pbx3MO2,pbx3MO,9,5,72hpa,142.88,sc,,,3,5,DAPI
pbx3MO2,pbx3MO,10,5,72hpa,256.34,sc,,,3,5,DAPI
pbx3MO2,pbx3MO,11,5,72hpa,76.45,sc,,,3,4,DAPI
pbx3_VMO,pbx3MO,1,6,72hpa,723,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,2,6,72hpa,692.89,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,3,6,72hpa,563.59,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,4,6,72hpa,677.69,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,5,6,72hpa,505.59,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,6,6,72hpa,621.09,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,7,6,72hpa,556.55,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,8,6,72hpa,855.02,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,9,6,72hpa,747.21,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,1,6,72hpa,372.73,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,2,6,72hpa,463.64,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,3,6,72hpa,355.13,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,4,6,72hpa,438.46,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,5,6,72hpa,286.43,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,6,6,72hpa,422.07,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,7,6,72hpa,351.1,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,8,6,72hpa,392.54,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,9,6,72hpa,365.99,sc,0,0,0,0,0
mr,control,1,6,72hpa,651.32,Tail,0,0,0,0,0
mr,control,2,6,72hpa,542.98,Tail,0,0,0,0,0
mr,control,3,6,72hpa,612.31,Tail,0,0,0,0,0
uninjected,control,1,6,72hpa,557.84,Tail,0,0,0,0,0
uninjected,control,2,6,72hpa,653.15,Tail,0,0,0,0,0
uninjected,control,3,6,72hpa,505.61,Tail,0,0,0,0,0
mr,control,1,6,72hpa,434,sc,0,0,0,0,0
mr,control,2,6,72hpa,464.54,sc,0,0,0,0,0
mr,control,3,6,72hpa,425.78,sc,0,0,0,0,0
uninjected,control,1,6,72hpa,441.97,sc,0,0,0,0,0
uninjected,control,2,6,72hpa,453.24,sc,0,0,0,0,0
uninjected,control,3,6,72hpa,348.6,sc,0,0,0,0,0
uninjected,control,1,20720,72hpa,526.982,sc,0,0,0,0,0
uninjected,control,1,20720,72hpa,680.634,Tail,0,0,0,0,0
uninjected,control,2,20720,72hpa,391.474,sc,0,0,0,0,0
uninjected,control,2,20720,72hpa,669.176,Tail,0,0,0,0,0
uninjected,control,3,20720,72hpa,427.74,sc,0,0,0,0,0
uninjected,control,3,20720,72hpa,673.016,Tail,0,0,0,0,0
uninjected,control,4,20720,72hpa,414.078,sc,0,0,0,0,0
uninjected,control,4,20720,72hpa,631.654,Tail,0,0,0,0,0
uninjected,control,5,20720,72hpa,410.908,sc,0,0,0,0,0
uninjected,control,5,20720,72hpa,585.785,Tail,0,0,0,0,0
uninjected,control,6,20720,72hpa,344.02,sc,0,0,0,0,0
uninjected,control,6,20720,72hpa,565.912,Tail,0,0,0,0,0
uninjected,control,7,20720,72hpa,373.95,sc,0,0,0,0,0
uninjected,control,7,20720,72hpa,597.132,Tail,0,0,0,0,0
uninjected,control,8,20720,72hpa,319.187,sc,0,0,0,0,0
uninjected,control,8,20720,72hpa,531.206,Tail,0,0,0,0,0
tracer,control,1,20720,72hpa,401.691,sc,0,0,0,0,0
tracer,control,1,20720,72hpa,513.091,Tail,0,0,0,0,0
tracer,control,2,20720,72hpa,511.815,sc,0,0,0,0,0
tracer,control,2,20720,72hpa,598.92,Tail,0,0,0,0,0
tracer,control,3,20720,72hpa,363.445,sc,0,0,0,0,0
tracer,control,3,20720,72hpa,526.002,Tail,0,0,0,0,0
tracer,control,4,20720,72hpa,294.776,sc,0,0,0,0,0
tracer,control,4,20720,72hpa,419.067,Tail,0,0,0,0,0
tracer,control,5,20720,72hpa,299.742,sc,0,0,0,0,0
tracer,control,5,20720,72hpa,437.407,Tail,0,0,0,0,0
tracer,control,6,20720,72hpa,390.747,sc,0,0,0,0,0
tracer,control,6,20720,72hpa,518.583,Tail,0,0,0,0,0
tracer,control,7,20720,72hpa,320.502,sc,0,0,0,0,0
tracer,control,7,20720,72hpa,419.179,Tail,0,0,0,0,0
tracer,control,8,20720,72hpa,363.546,sc,0,0,0,0,0
tracer,control,8,20720,72hpa,573.38,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,1,20720,72hpa,352.438,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,1,20720,72hpa,459.14,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,2,20720,72hpa,274.722,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,2,20720,72hpa,369.575,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,3,20720,72hpa,286.911,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,3,20720,72hpa,409.449,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,4,20720,72hpa,266.823,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,4,20720,72hpa,376.533,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,5,20720,72hpa,322.404,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,5,20720,72hpa,499.124,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,6,20720,72hpa,311.865,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,6,20720,72hpa,366.013,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,7,20720,72hpa,223.193,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,7,20720,72hpa,359.564,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,8,20720,72hpa,184.819,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,8,20720,72hpa,249.599,Tail,0,0,0,0,0
meis1_VMO,meis1MO,1,20720,72hpa,517.234,sc,0,0,0,0,0
meis1_VMO,meis1MO,1,20720,72hpa,899.524,Tail,0,0,0,0,0
meis1_VMO,meis1MO,2,20720,72hpa,477.48,sc,0,0,0,0,0
meis1_VMO,meis1MO,2,20720,72hpa,632.74,Tail,0,0,0,0,0
meis1_VMO,meis1MO,3,20720,72hpa,412.401,sc,0,0,0,0,0
meis1_VMO,meis1MO,3,20720,72hpa,565.031,Tail,0,0,0,0,0
meis1_VMO,meis1MO,4,20720,72hpa,446.14,sc,0,0,0,0,0
meis1_VMO,meis1MO,4,20720,72hpa,631.302,Tail,0,0,0,0,0
meis1_VMO,meis1MO,5,20720,72hpa,458.44,sc,0,0,0,0,0
meis1_VMO,meis1MO,5,20720,72hpa,614.213,Tail,0,0,0,0,0
meis1_VMO,meis1MO,6,20720,72hpa,343.98,sc,0,0,0,0,0
meis1_VMO,meis1MO,6,20720,72hpa,455.051,Tail,0,0,0,0,0
meis1_VMO,meis1MO,7,20720,72hpa,370.655,sc,0,0,0,0,0
meis1_VMO,meis1MO,7,20720,72hpa,610.719,Tail,0,0,0,0,0
meis1_VMO,meis1MO,8,20720,72hpa,337.411,sc,0,0,0,0,0
meis1_VMO,meis1MO,8,20720,72hpa,586.717,Tail,0,0,0,0,0
uninjected,control,1,22120,72hpa,522.621,sc,0,0,0,0,0
uninjected,control,1,22120,72hpa,812.511,Tail,0,0,0,0,0
uninjected,control,2,22120,72hpa,483.402,sc,0,0,0,0,0
uninjected,control,2,22120,72hpa,804.959,Tail,0,0,0,0,0
uninjected,control,3,22120,72hpa,534.507,sc,0,0,0,0,0
uninjected,control,3,22120,72hpa,690.856,Tail,0,0,0,0,0
uninjected,control,4,22120,72hpa,493.891,sc,0,0,0,0,0
uninjected,control,4,22120,72hpa,639.648,Tail,0,0,0,0,0
uninjected,control,5,22120,72hpa,618.893,sc,0,0,0,0,0
uninjected,control,5,22120,72hpa,773.136,Tail,0,0,0,0,0
uninjected,control,6,22120,72hpa,588.259,sc,0,0,0,0,0
uninjected,control,6,22120,72hpa,817.417,Tail,0,0,0,0,0
uninjected,control,7,22120,72hpa,575.306,sc,0,0,0,0,0
uninjected,control,7,22120,72hpa,711.556,Tail,0,0,0,0,0
uninjected,control,8,22120,72hpa,519.759,sc,0,0,0,0,0
uninjected,control,8,22120,72hpa,693.234,Tail,0,0,0,0,0
uninjected,control,9,22120,72hpa,463.062,sc,0,0,0,0,0
uninjected,control,9,22120,72hpa,650.423,Tail,0,0,0,0,0
uninjected,control,10,22120,72hpa,591.578,sc,0,0,0,0,0
uninjected,control,10,22120,72hpa,1001.409,Tail,0,0,0,0,0
uninjected,control,11,22120,72hpa,539.786,sc,0,0,0,0,0
uninjected,control,11,22120,72hpa,695.854,Tail,0,0,0,0,0
uninjected,control,12,22120,72hpa,563.926,sc,0,0,0,0,0
uninjected,control,12,22120,72hpa,678.86,Tail,0,0,0,0,0
uninjected,control,13,22120,72hpa,478.734,sc,0,0,0,0,0
uninjected,control,13,22120,72hpa,628.251,Tail,0,0,0,0,0
tracer,control,1,22120,72hpa,430.035,sc,0,0,0,0,0
tracer,control,1,22120,72hpa,661.819,Tail,0,0,0,0,0
tracer,control,2,22120,72hpa,568.472,sc,0,0,0,0,0
tracer,control,2,22120,72hpa,721.326,Tail,0,0,0,0,0
tracer,control,3,22120,72hpa,544.828,sc,0,0,0,0,0
tracer,control,3,22120,72hpa,653.744,Tail,0,0,0,0,0
tracer,control,4,22120,72hpa,545.637,sc,0,0,0,0,0
tracer,control,4,22120,72hpa,674.612,Tail,0,0,0,0,0
tracer,control,5,22120,72hpa,557.224,sc,0,0,0,0,0
tracer,control,5,22120,72hpa,697.773,Tail,0,0,0,0,0
tracer,control,6,22120,72hpa,548.49,sc,0,0,0,0,0
tracer,control,6,22120,72hpa,682.173,Tail,0,0,0,0,0
tracer,control,7,22120,72hpa,466.27,sc,0,0,0,0,0
tracer,control,7,22120,72hpa,681.355,Tail,0,0,0,0,0
tracer,control,8,22120,72hpa,655.79,sc,0,0,0,0,0
tracer,control,8,22120,72hpa,783.063,Tail,0,0,0,0,0
tracer,control,9,22120,72hpa,553.292,sc,0,0,0,0,0
tracer,control,9,22120,72hpa,655.166,Tail,0,0,0,0,0
tracer,control,10,22120,72hpa,539.89,sc,0,0,0,0,0
tracer,control,10,22120,72hpa,757.245,Tail,0,0,0,0,0
tracer,control,11,22120,72hpa,458.853,sc,0,0,0,0,0
tracer,control,11,22120,72hpa,746.264,Tail,0,0,0,0,0
tracer,control,12,22120,72hpa,489.704,sc,0,0,0,0,0
tracer,control,12,22120,72hpa,647.343,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,1,22120,72hpa,399.918,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,1,22120,72hpa,481.521,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,2,22120,72hpa,429.561,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,2,22120,72hpa,534.855,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,3,22120,72hpa,420.539,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,3,22120,72hpa,523.167,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,4,22120,72hpa,453.116,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,4,22120,72hpa,528.037,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,5,22120,72hpa,250.459,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,5,22120,72hpa,396.394,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,6,22120,72hpa,406.414,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,6,22120,72hpa,502.837,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,7,22120,72hpa,211.773,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,7,22120,72hpa,348.006,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,8,22120,72hpa,403.704,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,8,22120,72hpa,501.286,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,9,22120,72hpa,409.272,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,9,22120,72hpa,484.114,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,10,22120,72hpa,404.556,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,10,22120,72hpa,528.275,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,11,22120,72hpa,401.86,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,11,22120,72hpa,579.1,Tail,0,0,0,0,0
pbx3_VMO,pbx3MO,12,22120,72hpa,327.569,sc,0,0,0,0,0
pbx3_VMO,pbx3MO,12,22120,72hpa,548.51,Tail,0,0,0,0,0
meis1_VMO,meis1MO,1,22120,72hpa,303.827,sc,0,0,0,0,0
meis1_VMO,meis1MO,1,22120,72hpa,416.751,Tail,0,0,0,0,0
meis1_VMO,meis1MO,2,22120,72hpa,433.969,sc,0,0,0,0,0
meis1_VMO,meis1MO,2,22120,72hpa,517.446,Tail,0,0,0,0,0
meis1_VMO,meis1MO,3,22120,72hpa,489.537,sc,0,0,0,0,0
meis1_VMO,meis1MO,3,22120,72hpa,655.452,Tail,0,0,0,0,0
meis1_VMO,meis1MO,4,22120,72hpa,243.394,sc,0,0,0,0,0
meis1_VMO,meis1MO,4,22120,72hpa,351.939,Tail,0,0,0,0,0
meis1_VMO,meis1MO,5,22120,72hpa,282.475,sc,0,0,0,0,0
meis1_VMO,meis1MO,5,22120,72hpa,394.083,Tail,0,0,0,0,0
meis1_VMO,meis1MO,6,22120,72hpa,353.702,sc,0,0,0,0,0
meis1_VMO,meis1MO,6,22120,72hpa,442.733,Tail,0,0,0,0,0
meis1_VMO,meis1MO,7,22120,72hpa,357.025,sc,0,0,0,0,0
meis1_VMO,meis1MO,7,22120,72hpa,456.636,Tail,0,0,0,0,0
meis1_VMO,meis1MO,8,22120,72hpa,332.795,sc,0,0,0,0,0
meis1_VMO,meis1MO,8,22120,72hpa,477.351,Tail,0,0,0,0,0